"RECFIN_YEAR","RECFIN_MONTH","RECFIN_WEEK","AGENCY","DISTRICT_NAME","RECFIN_MODE_NAME","RECFIN_WATER_AREA_NAME","RECFIN_SUBREGION_NAME","RECFIN_TRIP_TYPE_NAME","SPECIES_NAME","SUM_RETAINED_NUM","SUM_RETAINED_MT","SUM_RELEASED_ALIVE_NUM","SUM_RELEASED_ALIVE_MT","SUM_RELEASED_DEAD_NUM","SUM_RELEASED_DEAD_MT","SUM_TOTAL_MORTALITY_NUM","SUM_TOTAL_MORTALITY_MT"
2018,12,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",7.024748225,.004047628817,0,0,0,0,7.024748225,.004047628817
2019,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",12.16747446,.007037825006,0,0,0,0,12.16747446,.007037825006
2019,5,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",243.6922148,.1447073463,59.04314233,0,10.58320476,0,254.27541956,.1447073463
2019,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",390.6668843,.09103941688,271.9041515,.06336343415,40.62935597,.009468099355,431.29624027,.100507516235
2019,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",57.20588093,.03507758633,0,0,0,0,57.20588093,.03507758633
2019,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",0,0,32.81659223,.007647444768,4.903628724,.001142721632,4.903628724,.001142721632
2019,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",46.56936449,.02855547151,11.2031445,0,1.674033086,0,48.243397576,.02855547151
2019,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",472.7798414,.2841246127,106.6322498,0,20.87952071,0,493.65936211,.2841246127
2019,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",180.0502236,.1088659282,48.0571346,0,7.180951147,0,187.231174747,.1088659282
2019,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",62.78302746,.03908114321,4.337736442,0,1.369811508,0,64.152838968,.03908114321
2019,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",397.36294726,.246672162327,0,0,0,0,397.36294726,.246672162327
2019,12,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",0,0,5.646756686,0,1.783186322,0,1.783186322,0
2020,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",205.808155034,.127760132068,11.93687299,0,1.783670677,0,207.591825711,.127760132068
2020,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",64.75129228,.01227659821,0,0,0,0,64.75129228,.01227659821
2020,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",293.88820067,.18243784033,12.78413673,0,1.910273304,0,295.798473974,.18243784033
2020,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",37.613881093,.02334967929,0,0,0,0,37.613881093,.02334967929
2020,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",26.2900641,.01628716704,0,0,0,0,26.2900641,.01628716704
2020,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",133.444202,.02530051206,0,0,0,0,133.444202,.02530051206
2020,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",87.97608233,.05461317066,24.03891266,0,3.592021433,0,91.568103763,.05461317066
2020,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",197.50597954,.12235850273,0,0,0,0,197.50597954,.12235850273
2020,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",57.64942749,.0357872042,0,0,0,0,57.64942749,.0357872042
2020,12,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",4.445405101,.002759587164,3.378507877,0,1.066897224,0,5.512302325,.002759587164
2021,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",41.98363893,.007959937914,18.26288293,.003462572993,2.72893653,.000517395964,44.71257546,.008477333878
2021,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",36.71004848,.022788604465,0,0,0,0,36.71004848,.022788604465
2021,5,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",18.4828354,.01147364394,0,0,0,0,18.4828354,.01147364394
2021,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",45.18394651,.02804897101,11.44659978,0,3.614715721,0,48.798662231,.02804897101
2021,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",51.11745664,.009691674938,0,0,0,0,51.11745664,.009691674938
2021,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",110.050669,.06685076839,442.7073111,0,66.15166717,0,176.20233617,.06685076839
2021,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",0,0,75.26409066,.02582203432,11.24635837,.003858464898,11.24635837,.003858464898
2021,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",33.69031669,.01902342519,0,0,0,0,33.69031669,.01902342519
2021,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",168.9689746,.09543161229,0,0,0,0,168.9689746,.09543161229
2021,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",327.914889,.1831266857,35.8481312,0,8.234872397,0,336.149761397,.1831266857
2021,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",53.21741294,.02912103195,0,0,0,0,53.21741294,.02912103195
2021,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",0,0,97.56288072,.03202644877,14.57836149,.004785561311,14.57836149,.004785561311
2021,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",136.8778416,.0750309849,0,0,0,0,136.8778416,.0750309849
2021,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",327.298819645,.174858813684,13.44578935,0,13.09195279,0,340.390772435,.174858813684
2021,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",26.10465514,.01398636788,0,0,0,0,26.10465514,.01398636788
2021,12,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",9.662795924,.005162331579,7.343724902,0,2.319071022,0,11.981866946,.005162331579
2022,2,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",10.49210594,.005634412102,0,0,0,0,10.49210594,.005634412102
2022,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",27.98894174,.01560858666,9.740151725,0,1.45542497,0,29.44436671,.01560858666
2022,5,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",6.376023283,.0035006616,0,0,0,0,6.376023283,.0035006616
2022,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",235.2021438,.1279505916,56.33199703,0,13.58043842,0,248.78258222,.1279505916
2022,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",89.78406508,.04779532914,0,0,0,0,89.78406508,.04779532914
2022,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",0,0,78.5710826,.02323728951,0,0,0,0
2022,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",411.7824975,.2076357383,43.53341878,0,5.936375288,0,417.718872788,.2076357383
2022,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",517.9833551,.2628294977,85.37091514,0,23.91499505,0,541.89835015,.2628294977
2022,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",846.855062,.4485455426,16.70995807,0,4.509036305,0,851.364098305,.4485455426
2022,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Man-Made/Jetty","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",0,0,77.52912583,.0242022042,0,0,0,0
2022,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",165.7446923,.08709928931,21.64215037,0,6.834363275,0,172.579055575,.08709928931
2022,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",67.97079633,.03585548309,0,0,0,0,67.97079633,.03585548309
2022,12,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black And Yellow Rockfish",502.668502,.2735535349,102.5255181,0,27.665616,0,530.334118,.2735535349
2018,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",160.80885314,.11628371053,0,0,0,0,160.80885314,.11628371053
2018,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",214.5717127,.1307616879,10.36028238,.002998173252,2.590070595,.000749543313,217.161783295,.131511231213
2018,5,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",376.1145077,.2356176995,369.5444923,.1069428778,86.12950208,.02492510917,462.24400978,.26054280867
2018,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",526.9820896,.37100566799,195.4225249,.05655353448,24.15334577,.006989762689,551.13543537,.377995430679
2018,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",361.28526367,.18651351742,417.5199094,.1208265353,72.40707436,.02095396106,433.69233803,.20746747848
2018,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",1116.427479,.868183582,675.0440058,.1953517103,118.590762,.03431910806,1235.018241,.90250269006
2018,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",1177.5975102,.8222593174,483.7208234,.1399844889,59.78571975,.01730145369,1237.38322995,.83956077109
2018,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",6200.474419,3.738181884,5029.273695,1.900637885,1257.318424,.4751594712,7457.792843,4.2133413552
2018,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",1228.26375888,.8123147871,655.926412,.2478844191,115.5953239,.04368520492,1343.85908278,.85599999202
2018,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",922.18284063,.590059007462,683.3554419,.3176206423,140.9492981,.06551262177,1063.13213873,.655571629232
2018,9,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",3759.3809831,2.037043102,2722.751674,1.265523156,356.7412592,.1658117884,4116.1222423,2.2028548904
2018,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",2221.3592366,1.2035353051,67.01727866,.03114934014,8.283034442,.003849918445,2229.642271042,1.207385223545
2018,10,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",713.18932947,.469419487057,432.4744673,.2010122547,99.0152606,.04602186322,812.20459007,.515441350277
2018,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",754.1114303,.41695842057,323.3807251,.150305957,75.85473799,.03525695287,829.96616829,.45221537344
2018,11,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",776.05880243,.51876725004,505.0072581,.2347251809,92.79787783,.0431320507,868.85668026,.56189930074
2018,12,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",218.4255382,.1534494121,385.3306204,.1682758519,81.53247074,.0356056468,299.95800894,.1890550589
2018,12,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",677.8561594,.3774023222,0,0,0,0,677.8561594,.3774023222
2019,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",199.1488908,.1278195953,0,0,0,0,199.1488908,.1278195953
2019,4,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",174.12527027,.1247384525,77.38513755,.03379448519,13.87092088,.006057502063,187.99619115,.130795954563
2019,5,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",273.1757877,.2118096673,0,0,0,0,273.1757877,.2118096673
2019,5,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",480.421794908,.31474119753,488.1503194,.2131777401,75.82309197,.0331123319,556.244886878,.34785352943
2019,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",536.05294274,.301465299325,500.3838632,.20613902,93.54853453,.0385384195,629.60147727,.340003718825
2019,6,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",3630.56252,1.67917251079,983.765328,.405273702,245.941332,.1013184255,3876.503852,1.78049093629
2019,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Party/Charter Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",467.463944,.2148195828,115.0680477,.04599247594,28.76701194,.01149811898,496.23095594,.22631770178
2019,7,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",591.4669349,.30373616671,227.4365512,.09090594923,40.60170109,.01622842133,632.06863599,.31996458804
2019,8,,"C","Bay Area (Sonoma, Marin, Solano, Napa, Contra Costa, Alameda, Santa Clara, San Mateo, San Francisco Counties)","Private/Rental Boats","Ocean <= 3 Miles","Northern California","Bottomfish","Black Rockfish",1396.99353122,.78733834022,968.6568944,.3871702856,242.0004327,.09672710447,1638.99396392,.88406544469
